,Risk_Category,Loan_Amount,Credit_Score,Loan_Purpose,Annual_Income,Employment_Length,Debt-to-Income_Ratio,Number_of_Open_Accounts,Number_of_Past_Due_Payments
7742,low-risk,20296.0,676.0,home improvement,53637.78,3,0.4,3,1
7743,low-risk,17637.0,715.0,car,53413.35,8,0.3,5,0
7744,low-risk,17648.0,681.0,car,56518.37,3,0.3,5,1
7745,low-risk,18936.0,713.0,debt consolidation,61581.69,2,0.4,3,1
7746,low-risk,19599.0,715.0,business,49793.04,10,0.3,5,0
7747,low-risk,19973.0,728.0,debt consolidation,55630.72,5,0.3,5,0
7748,low-risk,17348.0,653.0,car,52518.57,10,0.35,3,0
7749,low-risk,19339.0,662.0,home improvement,52286.13,5,0.35,2,1
7750,low-risk,14728.0,698.0,business,59095.17,8,0.3,3,1
7751,low-risk,20933.0,669.0,medical expenses,60291.69,8,0.35,3,1
7752,low-risk,11431.0,667.0,debt consolidation,50558.3,8,0.3,3,0
7753,high-risk,16361.0,575.0,medical expenses,55931.58,10,0.45,3,1
7754,high-risk,17800.0,573.0,home improvement,52643.16,2,0.5,4,2
7755,high-risk,14032.0,531.0,business,51641.46,3,0.45,4,1
7756,high-risk,14793.0,656.0,home improvement,57654.86,5,0.45,2,1
7757,low-risk,23467.0,692.0,business,-2410921.575,2,0.3,3,0
7758,low-risk,10076.0,709.0,medical expenses,61028.5,3,0.4,2,1
7759,low-risk,19546.0,655.0,medical expenses,,5,0.35,3,1
7760,low-risk,11373.0,715.0,home improvement,59537.02,10,0.35,3,0
7761,low-risk,19645.0,710.0,business,50769.06,5,0.3,4,0
7762,high-risk,23007.0,584.0,medical expenses,64366.94,10,0.45,3,1
7763,low-risk,12552.0,708.0,business,49542.31,3,0.35,4,1
7764,low-risk,25775.0,713.0,medical expenses,59391.61,2,0.3,2,1
7765,low-risk,20858.0,743.0,car,56499.11,5,0.4,3,0
7766,low-risk,17453.0,775.0,medical expenses,60931.01,3,0.35,3,0
7767,low-risk,24396.0,668.0,car,61053.3,8,0.3,3,1
7768,high-risk,15307.0,661.0,home improvement,50704.27,2,0.45,3,2
7769,low-risk,16312.0,703.0,car,56036.15,8,0.4,5,1
7770,high-risk,10344.0,617.0,home improvement,53102.81,8,0.5,2,2
7771,low-risk,25403.0,719.0,car,45699.6,2,0.3,4,1
7772,high-risk,13725.0,610.0,home improvement,51593.79,5,0.5,2,2
7773,low-risk,21978.0,711.0,medical expenses,52456.94,3,0.3,2,1
7774,low-risk,20903.0,691.0,debt consolidation,61315.68,2,0.35,5,1
7775,low-risk,21721.0,708.0,debt consolidation,55220.41,5,0.35,5,0
7776,high-risk,13571.0,688.0,debt consolidation,62128.2,2,0.45,3,2
7777,high-risk,20737.0,494.0,car,59909.77,2,0.45,3,1
7778,low-risk,20323.0,660.0,debt consolidation,56696.55,5,0.4,3,0
7779,low-risk,18174.0,705.0,home improvement,52955.49,8,0.35,3,0
7780,high-risk,13465.0,504.0,car,53345.96,10,0.5,5,1
7781,low-risk,20821.0,707.0,car,52048.03,5,0.35,3,0
7782,low-risk,20332.0,704.0,medical expenses,61794.32,10,0.4,4,0
7783,low-risk,15567.0,747.0,home improvement,50556.09,10,0.3,5,1
7784,low-risk,15965.0,678.0,home improvement,54126.29,2,0.35,3,1
7785,high-risk,14260.0,534.0,medical expenses,54111.97,5,0.5,2,2
7786,high-risk,19860.0,508.0,business,66294.17,5,0.5,4,1
7787,low-risk,21754.0,733.0,medical expenses,60694.12,8,0.3,4,0
7788,low-risk,16724.0,724.0,business,54080.96,10,0.3,5,1
7789,high-risk,15941.0,681.0,debt consolidation,51010.38,8,0.5,3,1
7790,low-risk,17469.0,692.0,debt consolidation,50723.52,3,0.4,4,0
7791,high-risk,16272.0,657.0,debt consolidation,61268.42,10,0.45,2,1
7792,low-risk,18005.0,644.0,debt consolidation,52723.7,8,0.3,3,0
7793,low-risk,23882.0,687.0,medical expenses,53478.38,8,0.35,5,1
7794,high-risk,19106.0,622.0,debt consolidation,58515.59,10,0.5,3,1
7795,low-risk,25547.0,691.0,medical expenses,54717.69,8,0.35,3,0
7796,low-risk,21213.0,704.0,home improvement,51801.92,3,0.35,4,0
7797,low-risk,12762.0,639.0,home improvement,55841.53,5,0.3,5,1
7798,low-risk,23168.0,674.0,car,59365.68,3,0.4,3,0
7799,low-risk,15471.0,720.0,home improvement,50618.19,10,0.3,3,1
7800,high-risk,17705.0,550.0,business,51737.55,2,0.45,3,1
7801,high-risk,15990.0,586.0,business,61743.09,10,0.5,3,2
7802,low-risk,26428.0,732.0,debt consolidation,55317.58,5,0.3,3,1
7803,low-risk,24319.0,715.0,car,51269.45,3,0.35,2,1
7804,low-risk,17775.0,667.0,medical expenses,50633.46,8,0.3,3,1
7805,low-risk,19618.0,704.0,medical expenses,61036.84,8,0.4,5,0
7806,low-risk,20734.0,668.0,medical expenses,51783.78,2,0.4,4,0
7807,high-risk,20280.0,573.0,debt consolidation,60441.17,3,0.5,3,1
7808,low-risk,20087.0,705.0,car,57263.49,8,0.35,2,0
7809,high-risk,16226.0,624.0,home improvement,52492.46,10,0.45,4,1
7810,low-risk,17847.0,722.0,home improvement,53079.42,8,0.3,2,0
7811,low-risk,19987.0,727.0,debt consolidation,52248.65,5,0.4,2,1
7812,low-risk,23703.0,708.0,business,55379.46,3,0.35,4,0
7813,low-risk,21284.0,712.0,medical expenses,60860.76,8,0.4,3,0
7814,low-risk,17680.0,656.0,business,56782.17,8,0.4,3,0
7815,high-risk,13961.0,586.0,home improvement,49670.53,5,0.45,4,2
7816,low-risk,18839.0,697.0,debt consolidation,61496.66,8,0.4,4,1
7817,high-risk,15635.0,550.0,business,65893.43,2,0.45,3,1
7818,low-risk,27581.0,704.0,home improvement,49959.65,3,0.35,4,0
7819,high-risk,12831.0,573.0,debt consolidation,46389.0,8,0.5,5,1
7820,low-risk,22405.0,715.0,medical expenses,55175.16,10,0.35,3,1
7821,high-risk,13353.0,549.0,car,55107.22,8,0.5,3,2
7822,low-risk,19663.0,723.0,home improvement,58537.2,2,0.4,3,1
7823,high-risk,16822.0,608.0,car,55637.68,10,0.45,3,1
7824,high-risk,10357.0,601.0,debt consolidation,52238.09,2,0.5,4,2
7825,low-risk,27389.0,676.0,home improvement,50734.91,5,0.3,4,1
7826,low-risk,19080.0,731.0,medical expenses,54890.7,10,0.3,3,0
7827,low-risk,21761.0,705.0,medical expenses,59969.92,10,0.4,2,1
7828,high-risk,14574.0,591.0,debt consolidation,52333.72,2,0.45,5,2
7829,low-risk,21296.0,654.0,car,57773.2,2,0.4,3,1
7830,low-risk,23426.0,658.0,business,52245.13,5,0.3,4,0
7831,low-risk,18417.0,693.0,medical expenses,51560.73,10,0.3,3,1
7832,low-risk,12469.0,744.0,car,59606.72,10,0.4,3,0
7833,high-risk,16372.0,500.0,car,61071.22,10,0.5,4,1
7834,low-risk,20052.0,673.0,home improvement,56009.59,10,0.3,2,1
7835,low-risk,22172.0,702.0,business,50069.44,5,0.3,3,0
7836,high-risk,13874.0,677.0,debt consolidation,51818.94,8,0.45,2,1
7837,low-risk,18860.0,722.0,medical expenses,47692.31,10,0.4,4,0
7838,low-risk,17431.0,727.0,business,57487.59,3,0.3,3,1
7839,low-risk,16499.0,667.0,car,53984.93,5,0.3,5,1
7840,low-risk,20594.0,702.0,business,54986.59,8,0.35,3,0
7841,low-risk,21438.0,640.0,home improvement,58368.68,2,0.35,3,1
7842,high-risk,12436.0,631.0,home improvement,50666.68,8,0.45,2,2
7843,low-risk,22336.0,690.0,car,58436.12,2,0.35,3,0
7844,low-risk,21396.0,664.0,car,61218.35,3,0.35,5,1
7845,low-risk,20130.0,710.0,debt consolidation,48632.96,5,0.35,2,0
7846,low-risk,17293.0,689.0,medical expenses,58180.26,8,0.35,3,0
7847,high-risk,24646.0,720.0,medical expenses,56341.25,2,0.5,3,2
7848,low-risk,12711.0,673.0,business,58193.82,10,0.35,5,1
7849,low-risk,20707.0,767.0,medical expenses,57371.6,3,0.3,3,0
7850,low-risk,20079.0,726.0,car,52212.68,3,0.3,4,1
7851,low-risk,20565.0,739.0,business,58940.88,5,0.3,5,0
7852,low-risk,21513.0,669.0,medical expenses,52338.62,5,0.3,3,0
7853,low-risk,21157.0,754.0,debt consolidation,57842.45,5,0.35,4,0
7854,low-risk,19669.0,664.0,car,62132.62,5,0.4,4,1
7855,high-risk,14796.0,612.0,car,49310.0,10,0.5,3,2
7856,low-risk,15787.0,739.0,medical expenses,51387.42,3,0.35,3,0
7857,high-risk,21269.0,548.0,debt consolidation,50978.65,10,0.5,2,1
7858,high-risk,13887.0,546.0,debt consolidation,56455.47,5,0.45,4,2
7859,low-risk,17792.0,734.0,home improvement,58528.69,8,0.3,5,0
7860,low-risk,22580.0,710.0,car,53745.85,2,0.35,5,0
7861,low-risk,18024.0,688.0,car,51557.58,8,0.4,2,1
7862,low-risk,20649.0,654.0,medical expenses,61574.43,3,0.4,4,1
7863,high-risk,14160.0,590.0,medical expenses,59562.45,3,0.5,2,2
7864,low-risk,22239.0,695.0,debt consolidation,46628.57,10,0.35,5,0
7865,low-risk,22702.0,705.0,car,54899.73,2,0.35,5,0
7866,low-risk,22082.0,652.0,medical expenses,51965.7,5,0.35,3,0
7867,low-risk,13682.0,687.0,debt consolidation,56233.3,5,0.4,4,1
7868,low-risk,23582.0,714.0,car,58313.21,8,0.4,3,0
7869,high-risk,19300.0,537.0,home improvement,58782.86,2,0.5,5,1
7870,low-risk,18554.0,694.0,car,53589.38,10,0.3,3,1
7871,high-risk,19292.0,559.0,home improvement,54318.19,5,0.45,3,2
7872,low-risk,17328.0,724.0,car,54251.59,3,0.35,4,1
7873,low-risk,14155.0,707.0,debt consolidation,50810.86,5,0.4,2,1
7874,low-risk,17784.0,670.0,car,53697.45,2,0.4,4,1
7875,low-risk,18380.0,671.0,medical expenses,48511.44,3,0.4,5,1
7876,low-risk,18935.0,719.0,debt consolidation,54570.74,10,0.4,3,0
7877,high-risk,14195.0,649.0,home improvement,51663.77,5,0.45,3,2
7878,high-risk,17121.0,695.0,car,56442.15,3,0.45,2,2
7879,low-risk,19967.0,695.0,home improvement,58257.53,10,0.4,3,1
7880,low-risk,17689.0,695.0,medical expenses,46351.2,2,0.4,4,0
7881,low-risk,21631.0,727.0,debt consolidation,55281.59,10,0.35,4,0
7882,high-risk,13179.0,479.0,home improvement,62569.92,10,0.45,4,1
7883,low-risk,27141.0,724.0,business,53352.04,3,0.4,4,0
7884,high-risk,14882.0,564.0,car,47147.82,5,0.5,2,1
7885,low-risk,20729.0,650.0,home improvement,50799.3,3,0.3,3,0
7886,low-risk,18139.0,709.0,business,56553.92,8,0.3,2,1
7887,high-risk,15734.0,633.0,business,57876.26,3,0.5,3,1
7888,low-risk,20980.0,673.0,medical expenses,51861.89,3,0.3,5,1
7889,low-risk,18460.0,714.0,home improvement,55985.38,5,0.35,4,1
7890,low-risk,22351.0,700.0,medical expenses,59861.52,2,0.35,2,0
7891,low-risk,15806.0,647.0,car,55010.84,8,0.4,4,0
7892,low-risk,19267.0,666.0,debt consolidation,57687.34,5,0.3,3,1
7893,low-risk,21668.0,622.0,business,56804.38,5,0.3,3,1
7894,high-risk,13056.0,597.0,home improvement,55666.53,10,0.45,4,1
7895,low-risk,19380.0,717.0,car,46866.64,8,0.3,5,1
7896,high-risk,13295.0,690.0,home improvement,56081.11,10,0.5,2,1
7897,low-ris,17493.0,705.0,business,41842.71,10,0.35,5,1
7898,low-risk,23522.0,700.0,debt consolidation,55421.1,5,0.3,3,1
7899,low-risk,16946.0,701.0,car,50171.35,2,0.4,5,1
7900,low-risk,20954.0,731.0,business,53922.06,5,0.35,2,0
7901,low-risk,21241.0,694.0,car,56189.46,3,0.35,3,0
7902,high-risk,16409.0,572.0,home improvement,65558.65,2,0.45,3,2
7903,low-risk,20219.0,626.0,business,51924.82,8,0.35,3,0
7904,low-risk,17271.0,733.0,business,53621.39,2,0.4,4,0
7905,low-risk,24173.0,661.0,business,57666.23,8,0.3,3,0
7906,high-risk,11113.0,606.0,debt consolidation,48271.12,10,0.45,4,2
7907,high-risk,20634.0,651.0,business,60135.22,5,0.45,3,2
7908,low-risk,16327.0,733.0,car,56065.58,5,0.4,2,0
7909,low-risk,15927.0,673.0,business,55335.24,3,0.3,3,1
7910,low-risk,24774.0,680.0,debt consolidation,59636.19,5,0.4,4,1
7911,low-risk,21628.0,671.0,debt consolidation,50809.27,2,0.3,5,1
7912,low-risk,20421.0,708.0,home improvement,51653.91,3,0.4,5,0
7913,low-risk,18030.0,722.0,car,54327.34,5,0.3,2,1
7914,low-risk,22723.0,751.0,medical expenses,49806.24,3,0.3,4,0
7915,low-risk,17527.0,772.0,car,59082.33,5,0.35,3,1
7916,low-risk,22381.0,720.0,medical expenses,51511.5,5,0.3,3,1
7917,high-risk,11580.0,580.0,car,55783.48,10,0.5,3,2
7918,high-risk,13227.0,639.0,business,52852.02,5,0.5,3,2
7919,low-risk,22275.0,757.0,medical expenses,53358.97,5,0.4,2,1
7920,low-risk,22591.0,706.0,car,50313.15,2,0.3,5,1
7921,low-risk,21792.0,691.0,home improvement,51731.64,8,0.35,2,1
7922,low-risk,16851.0,712.0,debt consolidation,51988.12,2,0.35,2,1
7923,high-risk,12100.0,587.0,car,53082.25,3,0.5,3,1
7924,low-risk,20471.0,630.0,car,52196.29,3,0.35,4,0
7925,high-risk,15021.0,544.0,debt consolidation,50853.73,5,0.5,4,2
7926,high-risk,15573.0,619.0,medical expenses,46857.98,5,0.5,3,2
7927,low-risk,12794.0,717.0,medical expenses,52812.89,10,0.3,5,0
7928,low-risk,17664.0,700.0,business,57475.68,5,0.35,5,0
7929,low-risk,18471.0,700.0,business,49332.52,2,0.3,3,1
7930,low-risk,11468.0,705.0,business,61210.28,2,0.4,5,0
7931,low-ris,15811.0,704.0,home improvement,46743.28,2,0.3,5,1
7932,low-risk,21876.0,698.0,debt consolidation,47491.74,2,0.35,4,1
7933,high-risk,14453.0,704.0,medical expenses,46256.43,8,0.45,5,1
7934,low-risk,24719.0,747.0,home improvement,60091.99,2,0.3,3,1
7935,low-risk,24636.0,714.0,business,53211.4,2,0.4,3,0
7936,low-risk,21299.0,703.0,debt consolidation,62128.14,3,0.4,2,0
7937,low-risk,20940.0,720.0,business,46828.98,3,0.35,2,0
7938,low-risk,20198.0,720.0,car,67007.88,3,0.3,3,1
7939,high-risk,15086.0,602.0,business,50688.12,5,0.5,3,1
7940,low-risk,15816.0,677.0,debt consolidation,53767.33,3,0.4,2,0
7941,low-risk,20302.0,686.0,medical expenses,54016.3,5,0.3,3,0
7942,low-risk,21848.0,676.0,debt consolidation,56282.3,3,0.35,3,0
7943,low-risk,20869.0,723.0,medical expenses,55240.34,2,0.4,2,1
7944,high-risk,12194.0,595.0,debt consolidation,55215.78,3,0.5,3,2
7945,low-risk,22812.0,662.0,debt consolidation,60544.88,10,0.35,3,0
7946,high-risk,15850.0,606.0,medical expenses,52581.81,5,0.45,5,2
7947,low-risk,22814.0,741.0,car,52437.68,2,0.35,2,1
7948,low-risk,22969.0,693.0,debt consolidation,62212.06,2,0.4,4,1
7949,low-risk,18322.0,709.0,debt consolidation,55665.18,2,0.4,4,0
7950,low-risk,23228.0,722.0,home improvement,52064.59,3,0.35,3,1
7951,low-risk,20437.0,660.0,business,58480.89,5,0.4,3,1
7952,high-risk,13156.0,569.0,home improvement,54108.56,2,0.5,3,2
7953,low-risk,21096.0,738.0,debt consolidation,64220.44,2,0.4,3,1
7954,low-risk,19636.0,682.0,debt consolidation,50245.14,3,0.35,5,0
7955,low-risk,17420.0,725.0,debt consolidation,56545.55,2,0.35,3,1
7956,low-risk,19754.0,701.0,car,49899.24,2,0.4,4,0
7957,low-risk,22960.0,680.0,home improvement,54111.15,8,0.35,5,1
7958,low-risk,18676.0,697.0,business,51378.93,3,0.35,3,0
7959,low-risk,22680.0,684.0,car,55021.05,8,0.3,4,0
7960,low-risk,22211.0,673.0,medical expenses,53034.12,8,0.4,3,1
7961,low-risk,19103.0,692.0,debt consolidation,50881.22,3,0.3,3,0
7962,low-risk,24166.0,702.0,car,49903.43,2,0.35,4,1
7963,low-risk,18933.0,695.0,medical expenses,55147.61,2,0.35,4,1
7964,low-risk,24529.0,692.0,debt consolidation,53177.16,5,0.3,3,1
7965,high-risk,15854.0,612.0,car,58145.25,5,0.5,2,2
7966,low-risk,19952.0,716.0,debt consolidation,49601.48,3,0.35,5,1
7967,low-risk,17337.0,666.0,home improvement,56264.05,10,0.35,2,0
7968,low-risk,-29114.0,692.0,debt consolidation,56397.23,8,0.35,2,0
7969,low-risk,19389.0,641.0,business,63405.5,3,0.4,2,1
7970,high-risk,20856.0,551.0,business,55935.7,2,0.5,3,1
7971,low-risk,19347.0,705.0,debt consolidation,57170.12,8,0.3,2,1
7972,high-risk,12369.0,594.0,car,47351.2,5,0.5,3,1
7973,high-risk,13678.0,632.0,medical expenses,55835.49,8,0.45,5,2
7974,low-risk,23919.0,716.0,medical expenses,49149.66,5,0.35,3,0
7975,low-risk,16319.0,702.0,business,47503.86,3,0.4,3,0
7976,low-risk,25137.0,680.0,business,53954.37,5,0.35,3,0
7977,low-risk,19614.0,667.0,car,56780.43,3,0.3,2,1
7978,low-risk,17075.0,692.0,home improvement,58167.83,3,0.3,2,0
7979,low-risk,22273.0,677.0,business,62985.94,2,0.35,4,1
7980,low-risk,18661.0,696.0,business,52301.61,10,0.4,3,0
7981,low-risk,19755.0,685.0,debt consolidation,51178.31,10,0.4,3,0
7982,low-risk,18787.0,713.0,home improvement,50796.92,10,0.35,3,0
7983,high-risk,18410.0,702.0,home improvement,52169.46,3,0.45,3,2
7984,low-risk,22172.0,713.0,business,51595.98,3,0.35,4,0
7985,high-risk,11029.0,603.0,debt consolidation,60185.37,2,0.5,2,2
7986,low-risk,15690.0,695.0,car,63500.77,2,0.4,4,1
7987,low-risk,21653.0,696.0,medical expenses,56212.38,5,10.950000000000003,3,1
7988,low-risk,16383.0,715.0,business,56255.94,5,0.35,3,1
7989,low-risk,16540.0,773.0,medical expenses,54082.52,3,0.4,2,1
7990,low-risk,23578.0,670.0,medical expenses,55453.46,10,0.4,3,0
7991,low-risk,16411.0,701.0,medical expenses,60062.94,8,0.3,3,1
7992,high-risk,15335.0,627.0,business,50186.31,2,0.5,2,1
7993,low-risk,21869.0,699.0,car,52100.91,8,0.3,2,1
7994,low-risk,19088.0,680.0,home improvement,55521.01,8,0.4,2,0
7995,high-risk,16233.0,586.0,debt consolidation,48529.09,3,0.45,3,1
7996,high-risk,18474.0,570.0,home improvement,55398.2,5,0.45,5,2
7997,low-risk,20695.0,685.0,debt consolidation,48467.96,10,0.35,2,1
7998,low-risk,17742.0,646.0,home improvement,56060.63,8,0.3,3,1
7999,high-risk,11586.0,483.0,business,54704.92,2,0.45,3,1
8000,low-risk,15571.0,725.0,business,55142.63,2,0.3,4,0
8001,low-risk,21335.0,696.0,medical expenses,55792.15,2,0.3,2,1
8002,low-risk,21926.0,673.0,debt consolidation,59016.58,8,0.4,2,1
8003,high-risk,16636.0,608.0,car,52752.91,5,0.5,4,2
8004,low-risk,16929.0,711.0,business,54575.69,10,0.4,4,0
8005,high-risk,13050.0,598.0,debt consolidation,51805.28,8,0.45,3,2
8006,low-risk,17027.0,726.0,business,55285.93,5,0.35,3,0
8007,high-risk,17436.0,661.0,car,55079.47,10,0.45,3,1
8008,low-risk,22662.0,648.0,debt consolidation,49830.52,10,0.35,3,1
8009,low-risk,20104.0,691.0,medical expenses,58756.79,10,0.35,3,0
8010,high-risk,18502.0,596.0,debt consolidation,57061.63,10,0.45,3,2
8011,low-risk,25241.0,672.0,car,59620.6,10,0.3,5,1
8012,low-risk,18410.0,737.0,medical expenses,57059.82,5,0.3,2,0
8013,low-risk,18792.0,754.0,business,58832.72,10,0.35,4,0
8014,low-risk,20767.0,736.0,medical expenses,50926.14,8,0.4,4,1
8015,low-ris,21875.0,720.0,business,53381.17,5,0.35,4,1
8016,low-risk,25883.0,687.0,car,50051.54,10,0.3,3,1
8017,low-risk,15020.0,708.0,home improvement,58196.69,5,0.4,2,1
8018,low-risk,22478.0,660.0,home improvement,54163.39,5,0.35,3,1
8019,low-risk,22229.0,677.0,car,53245.8,2,0.35,5,0
8020,low-risk,19589.0,679.0,business,56080.55,5,0.35,4,1
8021,high-risk,20775.0,687.0,medical expenses,55139.93,2,0.45,3,1
8022,low-risk,22803.0,688.0,business,54841.74,3,0.35,2,1
8023,low-risk,15854.0,708.0,home improvement,62789.26,2,0.35,5,1
8024,high-risk,14608.0,608.0,medical expenses,50300.36,3,0.5,3,2
8025,low-risk,15324.0,679.0,debt consolidation,51322.71,3,0.4,3,0
8026,high-ris,13580.0,647.0,home improvement,57653.56,3,0.45,2,1
8027,high-risk,11157.0,472.0,car,53049.45,2,0.5,4,1
8028,high-risk,12432.0,585.0,medical expenses,49822.54,5,0.5,2,1
8029,low-risk,19075.0,721.0,business,44020.85,10,0.35,3,1
8030,high-risk,9289.0,636.0,debt consolidation,52177.74,3,0.5,3,1
8031,high-risk,19538.0,524.0,home improvement,55745.01,10,0.45,2,2
8032,low-risk,19099.0,712.0,medical expenses,53237.88,5,0.3,4,0
8033,low-risk,16465.0,657.0,home improvement,54908.08,3,0.35,3,0
8034,low-risk,18748.0,668.0,car,50327.09,3,0.35,2,0
8035,low-risk,24112.0,675.0,home improvement,58203.2,3,0.4,3,0
8036,low-risk,20213.0,711.0,business,52127.59,3,0.35,3,0
8037,low-risk,25792.0,661.0,business,59890.64,2,0.4,3,0
8038,low-risk,22214.0,710.0,car,56271.21,2,0.4,4,1
8039,low-risk,18066.0,708.0,car,57154.66,8,0.35,2,1
8040,low-risk,20153.0,642.0,debt consolidation,56540.28,10,0.4,3,1
8041,low-risk,17440.0,667.0,medical expenses,53838.86,10,0.4,2,0
8042,high-risk,19963.0,636.0,home improvement,55256.41,8,0.45,3,2
8043,low-risk,33437.0,721.0,car,53981.9,2,0.4,5,0
8044,low-risk,23056.0,674.0,medical expenses,60062.85,8,0.3,3,0
8045,low-risk,22583.0,669.0,car,48761.5,3,0.3,2,1
8046,low-risk,18130.0,626.0,car,62159.25,2,0.3,4,0
8047,high-risk,16349.0,662.0,debt consolidation,51133.45,3,0.5,4,2
8048,high-risk,16965.0,580.0,business,55690.58,8,0.45,3,2
8049,low-risk,25645.0,757.0,medical expenses,53823.22,10,0.3,3,1
8050,high-risk,10479.0,555.0,debt consolidation,56190.5,5,0.5,5,1
8051,low-risk,15563.0,708.0,business,56537.0,5,0.3,3,0
8052,low-risk,16670.0,727.0,car,58135.57,3,0.3,3,1
8053,low-risk,16989.0,749.0,debt consolidation,52583.83,5,0.3,4,1
8054,high-risk,10859.0,631.0,business,60446.69,3,0.5,2,1
8055,low-risk,20970.0,700.0,business,59188.92,8,0.4,4,0
8056,low-risk,18300.0,701.0,debt consolidation,53361.55,2,0.3,5,1
8057,high-risk,17378.0,630.0,home improvement,63099.77,10,0.45,3,1
8058,low-risk,25714.0,689.0,debt consolidation,51674.23,3,0.35,4,1
8059,low-risk,19981.0,702.0,car,57842.64,2,0.35,2,0
8060,high-risk,19340.0,576.0,home improvement,54993.89,2,0.45,4,1
8061,low-risk,24464.0,687.0,debt consolidation,51281.12,3,0.35,5,1
8062,low-risk,18648.0,732.0,business,65373.05,10,0.35,3,1
8063,low-risk,13972.0,698.0,medical expenses,55846.67,10,0.4,2,0
8064,low-risk,19346.0,737.0,debt consolidation,52929.6,2,0.4,3,0
8065,low-risk,18066.0,720.0,business,55417.52,5,0.3,3,1
8066,low-risk,20620.0,718.0,debt consolidation,58293.57,2,0.35,4,0
8067,low-risk,20268.0,729.0,car,50492.66,8,0.35,3,0
8068,low-risk,20189.0,725.0,car,54405.46,3,0.4,4,0
8069,high-risk,17351.0,616.0,business,57163.56,2,0.45,3,2
8070,high-risk,16394.0,578.0,business,56991.59,10,0.45,2,2
8071,low-risk,21234.0,749.0,home improvement,55252.49,8,0.35,4,1
8072,low-risk,18681.0,714.0,car,45601.77,2,0.3,5,0
8073,high-risk,13308.0,543.0,medical expenses,52339.78,3,0.5,5,2
8074,low-ris,22872.0,711.0,car,58361.07,3,0.4,3,0
8075,low-risk,16327.0,642.0,car,59773.17,3,0.4,3,0
8076,high-risk,15550.0,644.0,medical expenses,54934.72,10,0.5,3,1
8077,high-risk,15749.0,619.0,car,52899.15,3,0.5,5,1
8078,high-risk,18168.0,580.0,debt consolidation,55443.4,8,0.45,2,2
8079,high-risk,18922.0,698.0,debt consolidation,58983.41,5,0.45,2,2
8080,low-risk,17839.0,656.0,car,53702.68,8,0.35,3,1
8081,low-ris,18334.0,698.0,car,67085.73,10,0.4,2,0
8082,low-risk,17870.0,668.0,medical expenses,46685.82,10,0.35,5,0
8083,low-risk,23276.0,648.0,car,58499.69,8,0.4,3,1
8084,low-risk,18523.0,697.0,business,52684.47,8,0.4,3,0
8085,high-risk,14837.0,564.0,debt consolidation,48627.37,8,0.5,5,2
8086,high-risk,21456.0,595.0,car,56179.09,10,0.45,3,2
8087,low-risk,19776.0,705.0,business,54231.33,3,0.4,5,0
8088,high-risk,19363.0,564.0,car,52819.5,10,0.5,5,1
8089,high-risk,10937.0,543.0,home improvement,52052.66,3,0.5,5,1
8090,low-risk,23082.0,655.0,business,53975.71,8,0.4,3,1
8091,low-risk,19950.0,657.0,debt consolidation,55744.71,3,0.4,5,0
8092,low-risk,21926.0,670.0,debt consolidation,56780.87,2,0.3,5,0
8093,low-risk,16138.0,731.0,home improvement,61753.1,5,0.3,4,1
8094,low-risk,17660.0,716.0,business,60390.53,3,0.4,4,0
8095,low-risk,18186.0,710.0,business,54426.22,5,0.35,3,0
8096,low-risk,26722.0,674.0,medical expenses,47359.31,8,0.4,5,0
8097,low-risk,17562.0,688.0,car,51582.76,5,0.35,5,0
8098,high-risk,11717.0,575.0,business,66164.46,2,0.5,5,1
8099,low-risk,16868.0,741.0,medical expenses,63313.87,10,0.3,5,1
8100,high-risk,13489.0,628.0,home improvement,56423.54,5,0.5,5,2
8101,low-risk,20428.0,717.0,home improvement,53118.24,10,0.4,4,0
8102,low-risk,23260.0,722.0,home improvement,50386.35,10,0.35,3,1
8103,high-risk,8172.0,594.0,medical expenses,53447.88,3,0.45,3,2
8104,low-risk,15859.0,651.0,debt consolidation,55733.68,5,0.3,4,0
8105,low-risk,17578.0,675.0,home improvement,50491.42,3,0.4,4,1
8106,high-risk,18275.0,578.0,medical expenses,47586.71,5,0.5,4,1
8107,low-risk,19390.0,688.0,medical expenses,49878.44,2,0.4,5,0
8108,low-risk,23563.0,682.0,car,62195.39,2,0.4,5,0
8109,low-risk,19551.0,701.0,home improvement,54013.75,3,0.35,2,0
8110,high-risk,15282.0,637.0,debt consolidation,56148.57,8,0.45,4,2
8111,low-risk,19090.0,765.0,medical expenses,56368.15,10,0.3,3,0
8112,low-ris,17096.0,659.0,debt consolidation,56058.85,10,0.35,3,1
8113,low-risk,18303.0,727.0,debt consolidation,48917.21,5,0.3,5,1
8114,low-risk,20603.0,692.0,home improvement,62574.93,2,0.4,3,1
8115,high-risk,17551.0,461.0,home improvement,56207.92,3,0.5,3,1
8116,low-risk,15229.0,715.0,car,52610.91,8,0.4,2,0
8117,low-risk,19948.0,705.0,debt consolidation,54063.86,5,0.35,2,1
8118,low-risk,18240.0,666.0,debt consolidation,52279.47,2,0.3,3,0
8119,high-risk,14787.0,573.0,medical expenses,52042.63,8,0.45,5,2
8120,low-risk,20398.0,705.0,medical expenses,56634.0,8,0.3,3,1
8121,high-risk,19001.0,660.0,medical expenses,38782.2,3,0.5,3,2
8122,high-risk,12744.0,623.0,debt consolidation,51823.19,3,0.5,2,1
8123,low-risk,23564.0,739.0,car,49831.92,2,0.3,5,0
